,,,HOK4K,,HOK4KVIS,
32e74ab1-6131-4789-91d6-b68736cf6ca1.jpg,0.90333056,0,0.9999999,2.18E-07,0.9113757,2.23E-07
2d5d501c-a5a6-4ab8-b7f7-0b7265b1a65a.jpg,0.2032341,0,0.9999975,0.0042450647,0.18282633,8.31E-05
9b05a14f-692d-4448-8b1e-5158e5397d02.jpg,0,0.83593976,1.68E-07,0.9999994,3.15E-06,0.84831345
7496ef29-af5e-4edb-b21c-19faad10bb3d.jpg,0.7527827,0.4757187,0.9999974,0.9999999,0.75389665,0.43248934
ad441034-268c-453a-a056-40834dca898c.jpg,0,0.9000982,6.26E-07,0.9999995,3.69E-07,0.90980524
a35f538e-8843-43a0-8f04-ccc91d6e7271.jpg,0,0.7249909,1.96E-05,0.9999236,0.00042297633,0.80148715
e0f55f4c-f9a4-4100-844b-285ce4227f1f.jpg,0.034039114,0.9105732,0.9999999,0.8000369,0.07160647,0.9393943
d0cd8922-27ca-4d41-97e3-5caf3df8bc77.jpg,0.55694544,0.09663771,0.99999976,0.9999918,0.52263725,0.12091702
4921c074-cff5-497c-b09e-162142198c74.jpg,0,0.85628754,8.50E-07,0.99999034,1.34E-06,0.8523743
db7c5d62-5ba0-41ef-93c5-3b874d97c352.jpg,0.7102289,0,0.9999957,2.91E-06,0.7368567,0.0024478703
3e86622c-4b56-4fb7-a3f9-02e34b2d7d11.jpg,0.9007243,0.57252413,0.9999993,0.9999994,0.8952882,0.5652519
55db93f0-ecaa-44a5-9761-cfad17b8978c.jpg,0,0.8204763,6.59E-05,0.99995315,0.006236822,0.8864119
c8615397-fa62-4670-997a-fd8d458ef262.jpg,0.44362372,0,0.9999938,1.60E-08,0.42643586,2.52E-07
364dd3b6-cc75-4ae3-8f45-d66e782f3d90.jpg,0,0.9009966,5.55E-07,0.99999917,9.52E-07,0.9007556
e41e10a7-1259-4a37-acca-277cad086f51.jpg,0,0.9054028,1.36E-05,0.9999585,4.31E-05,0.9170299
df98a86b-193f-4378-b15b-f7b490c4e5ad.jpg,0.9062015,0.5908943,0.99999976,0.9999999,0.9148869,0.56229407
d84d6f95-6726-40ac-a291-803535a672c7.jpg,0.35152194,0,1,1.69E-06,0.38586345,1.60E-06
09b565fc-b8ba-4b97-9fab-1e2cfcc9c2a7.jpg,0.9142844,0,0.9999963,2.77E-07,0.92065805,1.60E-06
35325b09-db60-4ddc-bd56-b4602efc3888.jpg,0.18615039,0,0.99997103,7.29E-05,0.23283786,0.00027158126
4e621b9a-6ceb-4026-b9b1-58c1914c4661.jpg,0.9033701,0,0.9999949,5.23E-08,0.91465485,4.83E-08
a6ea9dbb-2657-4611-b804-c6c4d371bdae.jpg,0,0.8046502,4.88E-07,0.9999994,1.53E-06,0.84646815
260142d9-8bfb-4c9e-9f19-19f5a808fab2.jpg,0.29716286,0.9032283,1,0.9999981,0.31134564,0.91041493
d852e927-eafb-481d-badc-53d96b0105a4.jpg,0,0.9100017,1.48E-06,0.9999938,3.37E-05,0.9242064
b501ae6c-2a4c-41c0-9740-e52f08b7c587.jpg,0,0.75379485,8.26E-07,0.9999994,5.50E-06,0.77773285
db51ac70-923e-40de-8780-cf1979c93bf2.jpg,0.27360535,0,0.99999094,2.25E-08,0.32889354,5.97E-07
b9d45404-7418-402b-bae7-07685caad48b.jpg,0.8999493,0,0.99999964,5.67E-05,0.8951583,5.80E-05
07875ef1-948f-4bc1-bc3c-125d1678d5b0.jpg,0.5617507,0,1,0.0015160043,0.5779266,0.0028236867
910c72d0-5d30-4e83-a910-951f09c5997a.jpg,0.2410905,0,0.9999999,0.0008706038,0.25969058,1.06E-07
9c96a6b3-3e95-4790-a9d3-6251572e4795.jpg,0,0.9134201,7.90E-07,0.99991333,1.71E-06,0.9078853
f7508e49-427d-4282-a7f3-1f51e05f7c43.jpg,0,0.9015693,5.24E-07,0.99999833,1.21E-06,0.8872084
e930a2ea-0574-4655-9b90-6db41901524a.jpg,0,0.90282005,3.73E-05,0.99802566,0.00025720304,0.90937334
8195574a-bedc-4b3d-b3e1-f6f4d9f501f2.jpg,0,0.9111476,0.00013868081,0.99941206,0.00032077378,0.9316177
b4e354dd-4708-4db4-aba4-87e65c9cc976.jpg,0.758455,0.46661398,0.9999999,1,0.770665,0.46819225
fa0bdd43-794c-48e6-9d6e-c2cb795aa800.jpg,0.052357994,0.4649068,0.99785465,0.99927706,0.063070394,0.39074004
db776422-896a-481d-9a76-b89214c5cc85.jpg,0.48267806,0,0.99999976,3.90E-07,0.50403696,3.99E-06
25b52266-9020-4381-b809-02bef6adf094.jpg,0.9041224,0.553735,0.9999908,1,0.91988873,0.59521484
58afba5a-89d8-4725-afef-fcecd4a194a1.jpg,0.82807773,0.48083422,0.99999964,0.99999976,0.8543513,0.48970845
17a42f82-8870-43ce-892f-b9ceeee23d76.jpg,0,0.90081877,8.68E-07,0.9999213,1.02E-06,0.90305614
c7a46b0a-bf6b-4164-9e01-17dcb0d7d561.jpg,0,0.911996,1.96E-05,0.9999937,3.42E-06,0.9177899
a73e9889-aab0-4d68-8f1a-558555cb7085.jpg,0,0.9030079,2.80E-06,0.9996667,5.63E-05,0.9113889
608bfefc-c82c-4b3b-bdad-638722df72d5.jpg,0,0.90634805,2.36E-05,0.99856806,6.12E-05,0.90659946
510b8bf5-4faa-478d-af14-f635815b740b.jpg,0,0.77367026,2.14E-07,0.9999995,6.56E-07,0.7837529
5ea628c8-1bf8-428d-9674-c08b7e220eb8.jpg,0.9042913,0,0.9999999,1.62E-07,0.90863466,2.08E-07
43091fac-1291-402e-a374-a4b82b93f22a.jpg,0,0.91423094,1.06E-06,0.9999902,2.08E-06,0.92279863
fcd3fc35-68ce-4c9a-b0dc-a8d65190c6dc.jpg,0.21487702,0,0.9999988,1.45E-07,0.28623003,1.53E-05
fe53d37b-90bc-44de-a8f3-5df4b862bc01.jpg,0.30298886,0.10622156,1,0.9999162,0.3343952,0.1287387
4634b58a-12b9-480d-abcb-677abe23aaf2.jpg,0.9066416,0,0.99999976,1.29E-08,0.91499066,1.85E-07
961e56a3-00f0-4192-9798-d49c72c0185b.jpg,0,0.32592297,4.38E-06,0.9997042,0.00021613005,0.2937608
2da6abc9-41ec-4051-8392-2168b10d0a00.jpg,0.5487877,0,0.9999999,1.87E-08,0.5907986,2.22E-06
a8ff5563-4e48-4d34-9225-acafa02b4e45.jpg,0.8271418,0,0.9999999,1.33E-06,0.8863578,6.96E-07
432fae2e-445c-43b9-837a-25e07c4f1836.jpg,0.08951795,0.90602237,0.9999987,0.99797994,0.14115652,0.8913715
42f45ecc-3d2d-4e31-af1a-960be664800b.jpg,0,0.9008408,4.99E-06,0.9999999,2.72E-06,0.91024643
6a34ee40-898d-4a38-9aac-2f868d0e5171.jpg,0.23720181,0,0.99999917,6.33E-06,0.31226176,1.79E-06
d111e965-6afd-4a56-af2a-8f873bd0a708.jpg,0.6996643,0,0.99999917,5.99E-08,0.7364597,3.81E-06
e3ba90e3-1023-42eb-9b5f-6cbbfd65601e.jpg,0.9014569,0.15720268,1,0.99993503,0.92169034,0.15506206
8809c075-ba47-40ab-8976-c7bd124edad3.jpg,0.9023731,0.63038987,0.9999994,0.99999964,0.90710604,0.6415199
11bc48e3-8dd4-4cb0-ad9c-59f8ad208f1f.jpg,0.70196795,0,0.9999993,1.29E-07,0.7941066,5.46E-08
3bb1aeaa-6975-478a-b459-6d7f95e4fad0.jpg,0.9032854,0.6244492,0.9999995,0.9999999,0.91647947,0.6387733
caf77965-6b50-485c-9027-27ff3f3159b4.jpg,0.04160903,0.3844472,0.9999205,0.99997425,0.026620993,0.418793
14424838-cbfb-41a3-a671-b10012fce59c.jpg,0.282298,0.80265844,1,0.99974805,0.29376772,0.8721786
223fdc16-c2d9-4d82-aa3f-4b839b429e3b.jpg,0.2886573,0,0.99999654,5.50E-07,0.2360588,7.55E-08
9703e99f-efe6-4cfc-be68-9b927198b59f.jpg,0.90864205,0,0.99999964,6.99E-08,0.9190173,1.84E-07
3ae51264-6d66-4b02-97dd-2f78c0ff2665.jpg,0,0.9096599,1.57E-07,0.99909675,3.85E-05,0.9187522
3b9c8aaa-b578-4277-ae98-3c5ed6cbcda0.jpg,0.3879177,0,0.99999905,2.86E-06,0.3481016,6.11E-07
d4b5178c-ff67-4841-accb-59d44ced61af.jpg,0,0.90937144,0.0001027099,0.99990356,0.0013429808,0.9213414
17f95d5d-2d7b-46f8-a4fd-502707f26b26.jpg,0.7193414,0,0.9999999,9.33E-07,0.5888401,6.77E-06
2b0f37d1-24bb-4e79-9b40-406f38e6f2b4.jpg,0.9028415,0.72244287,0.9999999,0.99999976,0.9094368,0.659054
324ea8f2-2c76-417e-bd8e-8f2a6abe5cc0.jpg,0.20039788,0.9074632,1,0.99723744,0.1711355,0.8970715
0efe4e91-d6af-4c70-8db5-ab98d41dc789.jpg,0,0.9084224,6.91E-07,0.9999869,0.00013572266,0.9244793
1f21c16b-6046-4ddd-a8ec-9da83ec3448d.jpg,0.595889,0,0.99999917,1.51E-07,0.62369627,1.15E-05
f65d094c-25be-4ea9-8969-4116e5217773.jpg,0,0.76512927,7.14E-07,0.99999774,6.25E-07,0.75155985
ca996e1f-cdca-47b5-84d4-9e33bcef1bf9.jpg,0.14551154,0.9052333,0.9999975,0.9999757,0.17352732,0.9080178
5bb1f697-6b2c-4974-aca4-d1806f1f814d.jpg,0,0.9021571,2.28E-07,0.9999995,3.04E-06,0.88513404
69f09240-7955-48b4-94c3-a7c37c669908.jpg,0.9006035,0,0.99999857,5.49E-05,0.8992426,9.99E-05
7cca31ea-ae6c-4cc4-8455-0bbdd03d4e1b.jpg,0.45786172,0,0.99999976,1.39E-08,0.40652132,2.03E-07
5888ada5-f2b5-45c7-a92a-d95e8ec56fdb.jpg,0,0.9005318,8.61E-07,0.9999858,0.0012074526,0.86976504
191fb43c-584d-4d91-bf72-49ee8672c815.jpg,0,0.9007299,2.04E-06,0.998705,4.74E-07,0.89949477
6428cccd-e36f-4cdc-a5b6-c392e6b4fb9e.jpg,0,0.9138605,2.73E-06,0.99999297,3.07E-05,0.9230852
0841dd34-ee92-4016-ba81-986638c98f3f.jpg,0.89286983,0,0.9999989,2.38E-08,0.89947325,5.95E-08
ecd61841-9be5-4594-9179-56662e706f0a.jpg,0.7040939,0,0.9999999,2.36E-05,0.6840114,9.45E-06
8a18da07-a177-46b7-8178-4ea9fe6717f0.jpg,0,0.903557,0.00023484322,0.9999285,4.68E-05,0.9045747
65eb9449-4a49-4a67-8e72-981ef48678c9.jpg,0,0.36471665,4.46E-07,0.99997485,3.00E-05,0.28942683
f39cef0d-f792-4b93-8833-ee19fbc338f9.jpg,0.32637197,0,0.99999917,1.50E-05,0.28857878,0.00026904247
e5ca6c04-8534-4130-9ec0-3f70c3973786.jpg,0.33974707,0,0.9991555,1.51E-05,0.24357876,0.00021099245
0f797747-5b31-4b5d-a8c5-917f8810bf11.jpg,0.5495919,0.088605,0.99999976,0.9966,0.46852818,0.08628913
34f644bd-bbc6-41eb-92cc-3c632ab36b71.jpg,0.9057395,0,0.9999993,1.07E-07,0.91324776,2.38E-07
47b458e4-5265-473f-acfc-a47de9efa4e7.jpg,0.6749453,0.54712963,0.9999981,0.99999976,0.7390317,0.569307
b4968a50-4522-4a02-b382-a587127e5a6e.jpg,0.9087914,0.12108486,0.9999763,0.99998677,0.90723926,0.06911474
8d3f0614-ae49-4cc7-afc3-18baf9b8efac.jpg,0,0.90089107,3.40E-05,0.9999815,0.00049751735,0.913961
6cc6cce9-ef0c-4ff8-a745-a184d42e8fd2.jpg,0.9025552,0.61950636,0.9999995,0.99999976,0.908671,0.639717
8e52ca8f-9943-469d-8e48-b6e2d20989f4.jpg,0.90509367,0,0.9999585,2.08E-08,0.91627806,2.07E-08
2f3caafd-0e54-4181-8a67-ccc7c17b8449.jpg,0.10561598,0,0.99997973,1.63E-06,0.15145804,8.55E-05
6d9e1b9a-5cca-4aee-bae0-a425d0bcca59.jpg,0.9027131,0.7289509,0.99999976,0.99999845,0.91923124,0.7041945
55930708-d01a-4bbf-a6d0-537cf8d9091c.jpg,0.25107768,0,1,0.0018996567,0.229626,3.54E-05
91958b7a-e88c-46ec-876a-79934e5c51db.jpg,0.90576625,0,0.9999989,1.50E-08,0.90959775,1.55E-07
21962142-7540-4846-a3e0-e7fc53685d98.jpg,0,0.911104,2.01E-06,0.99992883,2.26E-05,0.9213413
79452ceb-355c-4658-8aa4-7a7a6ad5415b.jpg,0.9018124,0.54646385,1,0.99989235,0.9070152,0.4566178
6454ec64-8d5a-4ce7-86bc-3884c7a929ad.jpg,0,0.90241116,1.54E-05,0.9999399,1.05E-05,0.91331935
785e5153-258e-4ada-af34-8c91d5ee8fc6.jpg,0,0.90015817,4.82E-07,0.9999975,3.65E-07,0.9110221
b656f969-c9a7-4c44-9a0b-d6e87198ce83.jpg,0.36239287,0,1,0.0004959674,0.42351982,0.023950808
b138370f-63be-4c6f-8a92-810108f2772c.jpg,0.67358714,0.5448752,0.99999976,0.9999987,0.64699763,0.5633691
020be2bd-c259-4b80-a59a-a54a399e7704.jpg,0.9045022,0,0.9999999,4.07E-07,0.91855943,1.44E-07
28273bf7-21e9-4968-b9e7-6df502ae0e1c.jpg,0,0.86914825,4.89E-06,0.999997,6.47E-07,0.8710266
d3b8db00-1ec0-47d3-a468-e0f735454219.jpg,0.90242374,0,0.99999964,2.08E-08,0.91252023,6.67E-08
71aaff80-3207-439c-bb58-0143a9e899f8.jpg,0.70333093,0,0.99999905,1.93E-08,0.6649272,2.27E-07
c5d0a6d8-1c0a-462b-9e04-9442197a061f.jpg,0.90555185,0,0.99999845,5.25E-08,0.90330714,2.59E-07
e738c8a5-41c7-4c46-b673-4d0cb5e639ca.jpg,0.50376177,0.67129266,0.9999999,0.9998394,0.57047415,0.7332452
66c1ed36-14d1-4817-b077-00449c44b46d.jpg,0.90372145,0.09241667,0.99999964,0.9999244,0.91730005,0.11355575
04c797d9-4978-418a-aeff-1b1099f77be8.jpg,0,0.75412744,1.49E-07,0.9998311,3.77E-06,0.7285355
bf442a1b-886c-48c2-84f9-60eb0af5055b.jpg,0.9008834,0,1,4.88E-05,0.903998,1.91E-05
84b1267e-fb4b-4caa-b1b7-979309dffb58.jpg,0,0.7075397,2.06E-07,0.99999976,1.90E-06,0.71182203
2553f239-7cb6-4ea0-aa0b-d44b7f9d1cd8.jpg,0.9023681,0.63586664,0.99999917,1,0.9077618,0.6314873
2ca84b86-ef95-4bb4-8561-9e602b7050ee.jpg,0.3110467,0.5859885,0.999998,0.9997807,0.36153468,0.6708346
1046d181-e8ec-48cc-b20b-a0860da2bd2c.jpg,0.9085791,0,0.99990773,4.73E-08,0.9129047,5.22E-08
32100cc1-323e-4717-8529-ff5e0d3f0b9c.jpg,0.20226781,0,0.9998808,2.16E-08,0.16474463,7.26E-07
84a8a58d-e32b-4c54-baab-4f1cfeb89e52.jpg,0.91918516,0,0.99999595,1.56E-07,0.92551553,6.89E-06
2a22b423-ebfc-4f16-b84e-f23eb145e3b7.jpg,0,0.6521064,1.13E-06,0.9970572,0.0006279839,0.69362676
827f7720-642e-4466-bab4-b16e89b4876d.jpg,0.90604454,0.58854747,0.9999994,1,0.91776633,0.5529871
c6e0b5bd-75d4-421d-af1f-27d22c8c4257.jpg,0.90289515,0.72524065,0.9999999,0.9999987,0.8959551,0.6904603
4d8d3780-e786-400f-b2fd-62eed728ba8c.jpg,0.17116056,0.90635026,0.99994075,0.9998765,0.1420612,0.8830557
cbda223d-6a00-41e7-958d-1c3e267ae857.jpg,0.90229523,0,0.9999951,1.67E-08,0.91560155,5.57E-08
ba0ac6c6-5696-4037-a1b1-5cf74d38fd39.jpg,0,0.44279167,1.01E-06,0.9999682,9.32E-05,0.62854594
2d6380f9-ee7e-43c2-a314-fe3e1fd78662.jpg,0.29946825,0,0.9999999,1.33E-07,0.28541362,3.09E-07
606d40ad-70be-4092-a295-29da80e2e53d.jpg,0,0.6292911,7.53E-05,0.9999505,0.01080014,0.6617643
dc7f9d22-1225-44ce-85cb-e63f20f4ec60.jpg,0.1662272,0,0.99999917,4.54E-06,0.23754063,2.72E-05
e5a7db15-d30f-4186-ae14-895d30b826f6.jpg,0,0.23226501,1.04E-06,0.99999964,1.70E-06,0.25948614
c68e9d06-13cb-48ef-b5f8-4eb10bcfa3ea.jpg,0.9023795,0,0.9997706,2.42E-08,0.9074799,2.32E-07
e0691a15-229e-4986-8dd3-721fc8c7e4c6.jpg,0,0.8685068,1.19E-06,0.9999496,9.13E-07,0.8635298
e977fe28-9903-426c-8dc5-e74ef61bd161.jpg,0.8955593,0.4910859,0.9999995,0.9999194,0.85534734,0.50187045
063b47cd-4893-47bb-946a-bc77f2d557c0.jpg,0.14585917,0,0.99999964,0.0024670816,0.11660109,0.028965227
b0a7a54e-4541-4842-8305-f4c89e23df2e.jpg,0.45752963,0,0.999997,9.44E-08,0.47401738,3.72E-07
adeab409-08ed-48a6-9ca6-6e8e927a7830.jpg,0.9016564,0,0.99999964,1.29E-07,0.91324306,5.62E-07
ba1d7f99-6a2d-407a-a76d-ae7c28185b11.jpg,0.25652713,0,0.9999989,8.22E-05,0.27917582,1.13E-05
e2835876-ff0b-4617-bcc8-278ab46f4ec0.jpg,0.90625125,0,0.99999964,7.23E-07,0.9130411,1.15E-06
a4a096f6-5dd6-47b8-8327-c5bcb33eafc6.jpg,0,0.9022464,6.63E-07,0.99999845,1.05E-06,0.9145868
74c70838-81c4-4392-9b2b-f5d0b6586915.jpg,0.1541435,0,0.9999993,7.85E-06,0.15001312,2.64E-06
d7ce0e22-d162-4a99-a4ed-2b9e67e29f0e.jpg,0,0.9090274,8.50E-07,0.99912614,3.40E-05,0.9343092
33b9e151-8955-4c83-a365-12e5b93aa9d0.jpg,0.6533803,0,1,3.55E-05,0.7331757,0.00025616758
afddeb05-b451-4600-bd9d-b202efedf6e1.jpg,0.9022551,0,0.99999964,2.26E-08,0.9025531,5.80E-08
11c3c09f-78a3-461b-9e98-4776fca9109d.jpg,0.9004287,0.44172406,0.99999774,0.9999999,0.87494063,0.42790994
3d06b7aa-e011-483c-a9b5-35ff2adbd370.jpg,0,0.9089612,3.35E-06,0.9996258,1.00E-05,0.9261458
324db899-eef2-4407-a653-3bb842bb0de4.jpg,0,0.13793644,3.95E-07,0.9999827,3.22E-07,0.12729436
0306f623-e423-49f3-94f5-e8ce9a899ff3.jpg,0,0.7951773,0.0006564595,0.99215007,5.56E-05,0.8191597
cf53563f-73f2-472f-b433-372668b5a90c.jpg,0.76172423,0.4727346,0.9999982,1,0.82435834,0.46791074
6f70cf18-fa69-4121-a9cb-2cc27fbf770a.jpg,0,0.90003633,5.87E-07,0.9999925,4.89E-07,0.91542304
7da0f6ce-e27c-442e-b382-3001115f6b12.jpg,0,0.90250593,4.89E-05,0.9998869,7.64E-06,0.92012274
f2ebfe4f-56c2-45ca-a688-1b75cdd523a6.jpg,0,0.15142219,4.69E-05,0.99993944,7.56E-05,0.14438811
0bd35774-1d9d-4acd-ae8c-89c75e4c36ad.jpg,0,0.9008552,6.52E-05,0.99694425,0.0008212528,0.91845375
